"","id","datetime","user","text","date","hour"
"1","339386661479800832",2013-05-28 10:24:00,"SahaSurya","En route to historic Santa Fe for #sfaf2013 http://www.lanl.gov/finishinginthefuture/",2013-05-28,10
"2","339522096726151168",2013-05-28 19:22:00,"SahaSurya","@CLCbio - A neat toolbox for microbial genome assembly/finishing. Like the plugin architecture and workflow import/export features #SFAF2013",2013-05-28,19
"3","339715632696283136",2013-05-29 08:11:00,"bioinformer","First day at #SFAF in Sante Fe yesterday started out great with diner /drinks with the @CLCbio crew. Looking forward to today's talks. #NGS",2013-05-29,8
"4","339746781728497664",2013-05-29 10:15:00,"digitalbio","Attending the 8th Annual Sequencing, Finishing, Analysis in the Future meeting in Santa Fe, NM #SFAF looking forward to latest in DNA tech",2013-05-29,10
"5","339747170704039936",2013-05-29 10:16:00,"digitalbio","Keynote - Richard Gibbs will be talking about Genomic Futurism.  #SFAF",2013-05-29,10
"6","339747495976505344",2013-05-29 10:18:00,"digitalbio","Todd Smith (@finchtalk) will talk about Effects of Deepwater Horizon Oil Spill on Atlantic Oyster transcriptome #SFAF",2013-05-29,10
"7","339751565030211584",2013-05-29 10:34:00,"CLCbio","RT @bioinformer: First day at #SFAF in Sante Fe yesterday started out great with diner /drinks with the @CLCbio crew. Looking forward to today's talks. #NGS",2013-05-29,10
"8","339754326450909184",2013-05-29 10:45:00,"digitalbio","#SFAF thanks sponsors PacBio, Life Technologies, Illumina, Roche, PerkinElmer, NEB, IDT, DNAnexus, CLC Bio, BioNano, Opgen, Novozymes, Kapa",2013-05-29,10
"9","339756056920084480",2013-05-29 10:52:00,"SahaSurya","#SFAF2013 Richard Gibbs from Human Genome Sequencing Center up first on Genomics Futurism",2013-05-29,10
"10","339757796377649152",2013-05-29 10:59:00,"SahaSurya","#SFAF2013 RG: Drivers for genomics in future - technological developments, healthy genomes, cancer, microbiomes, mendelian diseases and more",2013-05-29,10
"11","339758064305598464",2013-05-29 11:00:00,"digitalbio","#SFAF - a packed room is listening to Richard Gibbs tell us about healthy genomes and ubiquity of rare variants",2013-05-29,11
"12","339758809704722432",2013-05-29 11:03:00,"aphillippy","@SahaSurya FYI, I'm here too. I vote for #SFAF so I don't have to type as many letters if I decide to tweet :)",2013-05-29,11
"13","339758902201708544",2013-05-29 11:03:00,"digitalbio","Discussing relative Importance of rare variants (family) vs. common variants (population) in disease - Clan Genomics - #SFAF",2013-05-29,11
"14","339759216040501248",2013-05-29 11:04:00,"digitalbio","So far - only a handful of mutations in cancers give actionable information with regard to drugs - rapid PCR can diagnose #SFAF",2013-05-29,11
"15","339760334975926272",2013-05-29 11:09:00,"SahaSurya","@aphillippy Too late! Wish I had heard from you sooner since I pushed #SFAF2013",2013-05-29,11
"16","339760487778631680",2013-05-29 11:09:00,"SahaSurya","@digitalbio Thanks for tweeting. Can you please use the official hashtag #SFAF2013? Thanks",2013-05-29,11
"17","339762286686257152",2013-05-29 11:16:00,"bioinfosm","RT @digitalbio Discussing relative Importance of rare variants (family) vs. common variants (population) in disease - Clan Genomics - #SFAF",2013-05-29,11
"18","339762832990158848",2013-05-29 11:19:00,"bioinformer","Richard Gibbs talking about Genomic Futurism at #SFAF2013. @ La Fonda Hotel http://instagram.com/p/Z5oBwniQY7/",2013-05-29,11
"19","339762922106540032",2013-05-29 11:19:00,"SahaSurya","#SFAF2013 RG: ""Mendelian diseases can be very complex at the phenotype level""",2013-05-29,11
"20","339763214747324416",2013-05-29 11:20:00,"infoecho","Not in #SFAF, need to work on some assembly finishing....",2013-05-29,11
"21","339763239271424000",2013-05-29 11:20:00,"hobieslr","It's great to see clinical genomics examples at #sfaf2013. Great keynote!",2013-05-29,11
"22","339763325338529792",2013-05-29 11:21:00,"SahaSurya","RT @hobieslr: It's great to see clinical genomics examples at #sfaf2013. Great keynote!",2013-05-29,11
"23","339763392048943104",2013-05-29 11:21:00,"digitalbio","R. Gibb:  Baylor College of Medicine's clinical sequencing lab is doing exomes - right now, 200 whole genome cases a month.  #SFAF",2013-05-29,11
"24","339763543073234944",2013-05-29 11:21:00,"bioinformer","RT @aphillippy: @SahaSurya FYI, I'm here too. I vote for #SFAF so I don't have to type as many letters if I decide to tweet :)",2013-05-29,11
"25","339763590213029888",2013-05-29 11:22:00,"SahaSurya","MT @digitalbio: RG: BCM clinical sequencing lab is doing exomes - right now, 200 whole genome cases a month.  #SFAF2013",2013-05-29,11
"26","339763704918859776",2013-05-29 11:22:00,"SahaSurya","@digitalbio And he calls the Snyders children :-) #SFAF2013",2013-05-29,11
"27","339764003674918912",2013-05-29 11:23:00,"stochastic_jedi","I'm thinking .fastg files will be really helpful. #SFAF2013",2013-05-29,11
"28","339764789683302400",2013-05-29 11:26:00,"digitalbio","Interesting story about nonsense mutations #SFAF http://www.ncbi.nlm.nih.gov/pubmed/?term=Bainbridge+ASXL3",2013-05-29,11
"29","339765014258933760",2013-05-29 11:27:00,"SahaSurya","MT @digitalbio: Interesting story about nonsense mutations #SFAF2013 http://www.ncbi.nlm.nih.gov/pubmed/?term=Bainbridge+ASXL3",2013-05-29,11
"30","339766375650312192",2013-05-29 11:33:00,"SahaSurya","#SFAF2013 Q: Any negative control done for clinical data? A: Systematic seen in 20% of cases so too early for pos cont/neg cont type expts",2013-05-29,11
"31","339766650683420672",2013-05-29 11:34:00,"MindyLuce","#SFAF2013 Dr. Richard Gibbs on the future of genomics: a shift from population disease studies, incorporating more clinical data and social…",2013-05-29,11
"32","339766831529205760",2013-05-29 11:34:00,"SahaSurya","#SFAF2013 Todd Smith from PerkinElmer on Elucidating Effects of the Deepwater Horizon Oil Spill on the Atlantic Oyster wt Transcriptomics",2013-05-29,11
"33","339767086521921536",2013-05-29 11:36:00,"digitalbio","#SFAF - oyster project  work from Natalia Reyero - What can Next Gen Sequencing tell us about the biosphere - ex: effects of oil on oysters?",2013-05-29,11
"34","339767195213123584",2013-05-29 11:36:00,"SahaSurya","#SFAF2013 Lot of work from Mississippi State and the Rebs- Univ of Mississippi for this project",2013-05-29,11
"35","339767695102853120",2013-05-29 11:38:00,"digitalbio","#SFAF oysters are a multibillion dollar part of food industry, they clean water, act as ""canaries in the coal mine"" for ocean ecosystems",2013-05-29,11
"36","339768029183365120",2013-05-29 11:39:00,"SahaSurya","MT @digitalbio: #SFAF2013 oysters are multibill. $ food industry, they clean water, act as ""canaries in the coal mine"" for ocean ecosystems",2013-05-29,11
"37","339768056312127488",2013-05-29 11:39:00,"digitalbio","Smith:  Oysters were sampled pre and post spill, high in the ground (more O2) & lower (less O2) #SFAF",2013-05-29,11
"38","339768337389219840",2013-05-29 11:40:00,"digitalbio","Oyster enzymes convert hydrocarbons from oil into compounds that can intercalate into DNA #SFAF",2013-05-29,11
"39","339768678230933504",2013-05-29 11:42:00,"digitalbio","RNA extracted from oyster gills > made cDNA libraries > used Illumina HiSeq & MiSeq > GeneSifter to look at expression #SFAF",2013-05-29,11
"40","339768873429659648",2013-05-29 11:43:00,"SahaSurya","MT @digitalbio: RNA extracted frm oyster gills > cDNA libraries > Illumina HiSeq & MiSeq > GeneSifter to look at expression #SFAF2013",2013-05-29,11
"41","339768906728214528",2013-05-29 11:43:00,"digitalbio","Problem - how to annotate reads without a reference genome? The Atlantic Oyster genome hasn't been sequenced yet. #SFAF",2013-05-29,11
"42","339769207258488832",2013-05-29 11:44:00,"SahaSurya","#SFAF2013 TS: Common problem for novel genomes. No reference genome for Atlantic Oysters to base transcriptome on",2013-05-29,11
"43","339769274182823936",2013-05-29 11:44:00,"digitalbio","The genomes of Pacific Oysters and Atlantic Oysters are pretty different - causes challenges with annotation, only 10% of RNAs mapped #SFAF",2013-05-29,11
"44","339769526419865600",2013-05-29 11:45:00,"digitalbio","Oyster annotation:  Got better results by assembling transcripts and using blastx & Swissprot to identify #SFAF",2013-05-29,11
"45","339769666081812480",2013-05-29 11:46:00,"SahaSurya","#SFAF2013 TS: Comparing to genome of Pacific oyster after assembling transcripts with Trinity",2013-05-29,11
"46","339770556498993152",2013-05-29 11:49:00,"digitalbio","Differential patterns of gene expression observed  ex: AhR (Aryl hydrocarbon receptor) gene stays expressed in presence of oil, low O2 #SFAF",2013-05-29,11
"47","339770935164936192",2013-05-29 11:51:00,"aphillippy","#SFAF T. Smith presenting evidence of differential expression in oysters pre and post horizon oil spill, used Trinity for transcript asm",2013-05-29,11
"48","339771048671199232",2013-05-29 11:51:00,"digitalbio","Longer reads & paired reads provide better tools for annotation with non-model organisms & those with missing reference genomes #SFAF",2013-05-29,11
"49","339771343887294464",2013-05-29 11:52:00,"aphillippy","#SFAF 2013 meeting guide http://www.lanl.gov/conferences/finishfuture/pdfs/guides/2013-meeting-guide.pdf",2013-05-29,11
"50","339771465136230400",2013-05-29 11:53:00,"SahaSurya","RT @aphillippy: #SFAF2013 meeting guide http://www.lanl.gov/conferences/finishfuture/pdfs/guides/2013-meeting-guide.pdf",2013-05-29,11
"51","339771485910597632",2013-05-29 11:53:00,"digitalbio","RT @aphillippy: #SFAF 2013 meeting guide http://www.lanl.gov/conferences/finishfuture/pdfs/guides/2013-meeting-guide.pdf",2013-05-29,11
"52","339771785052577792",2013-05-29 11:54:00,"SahaSurya","#SFAF2013 Now Christian Buhay from BCM on New Tools for Comprehensive Exome Analyses Improves Clinical Utility of Exome Sequencing",2013-05-29,11
"53","339772711813386240",2013-05-29 11:58:00,"stochastic_jedi","Whole exome sequencing at MGL/BCM/WGL http://www.bcm.edu/geneticlabs/index.cfm?pmid=21526 #SFAF2013",2013-05-29,11
