483950350828077056  Jul  1 08:28  @guillemch       RT @OBF_BOSC: #BOSC2014 Codefest will be catered this year thanks to sponsorship from @curoverse (@arvados guys) & @HarbingrPartnrs http://news.open-bio.org/news/2014/04/catering-at-bosc-codefest-2014/
484162161954926592  Jul  1 22:30  @LadyDrinksRed   RT @TheVine_RobGroh: What restaurant boasts both a @GoldMedalPlates winning chef AND @CAPSOntario #BOSC2014 champ? @MarcLepine + @THEEcorkdork = @AtelierOttawa
484343282403934208  Jul  2 10:30  @pjacock          Nice to see plugs for @OBF_BOSC’s #BOSC2014 & our CodeFest at GCC2014 https://wiki.galaxyproject.org/Events/ISMB2014 (shame I missed the #usegalaxy hackathon)
484343282403934208  Jul  2 10:30  @pjacock         Nice to see plugs for @OBF_BOSC’s #BOSC2014 & our CodeFest at GCC2014 https://wiki.galaxyproject.org/Events/ISMB2014 (shame I missed the #usegalaxy hackathon)
484343309230669824  Jul  2 10:30  @OBF_BOSC         RT @pjacock: Nice to see plugs for @OBF_BOSC’s #BOSC2014 & our CodeFest at GCC2014 https://wiki.galaxyproject.org/Events/ISMB2014 (shame I missed the #usegalaxy hackathon)
484343309230669824  Jul  2 10:30  @OBF_BOSC        RT @pjacock: Nice to see plugs for @OBF_BOSC’s #BOSC2014 & our CodeFest at GCC2014 https://wiki.galaxyproject.org/Events/ISMB2014 (shame I missed the #usegalaxy hackathon)
484353000400363520  Jul  2 11:08  @timw             RT @pjacock: Nice to see plugs for @OBF_BOSC’s #BOSC2014 & our CodeFest at GCC2014 https://wiki.galaxyproject.org/Events/ISMB2014 (shame I missed the #usegalaxy hackathon)
484353000400363520  Jul  2 11:08  @timw            RT @pjacock: Nice to see plugs for @OBF_BOSC’s #BOSC2014 & our CodeFest at GCC2014 https://wiki.galaxyproject.org/Events/ISMB2014 (shame I missed the #usegalaxy hackathon)
486101111951347714  Jul  7 06:55  @chapmanb         Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486101111951347714  Jul  7 06:55  @chapmanb        Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486101811917778944  Jul  7 06:57  @froggleston      RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486101811917778944  Jul  7 06:57  @froggleston     RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486103458085613568  Jul  7 07:04  @guillemch        RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486103458085613568  Jul  7 07:04  @guillemch       RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486112281575448576  Jul  7 07:39  @aaronquinlan     RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486112281575448576  Jul  7 07:39  @aaronquinlan    RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486112553484165121  Jul  7 07:40  @nextflowio       RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486112553484165121  Jul  7 07:40  @nextflowio      RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486115638318878720  Jul  7 07:52  @biocrusoe        RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486115638318878720  Jul  7 07:52  @biocrusoe       RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486127480429092864  Jul  7 08:39  @sikandhayat      RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486127480429092864  Jul  7 08:39  @sikandhayat     RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486140064066711552  Jul  7 09:29  @tangming2005     RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486140064066711552  Jul  7 09:29  @tangming2005    RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486143766038712323  Jul  7 09:44  @ctitusbrown      RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486143766038712323  Jul  7 09:44  @ctitusbrown     RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486145448483500033  Jul  7 09:51  @liz__is          RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486145448483500033  Jul  7 09:51  @liz__is         RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486211277623029760  Jul  7 14:12  @OBF_BOSC         BOSC 2014 is coming soon! Online registration is closed, but you can register onsite. #BOSC2014
486211277623029760  Jul  7 14:12  @OBF_BOSC        BOSC 2014 is coming soon! Online registration is closed, but you can register onsite. #BOSC2014
486211473585098755  Jul  7 14:13  @OBF_BOSC         We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486211473585098755  Jul  7 14:13  @OBF_BOSC        We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486211589843193856  Jul  7 14:14  @froggleston      RT @OBF_BOSC: BOSC 2014 is coming soon! Online registration is closed, but you can register onsite. #BOSC2014
486211589843193856  Jul  7 14:14  @froggleston     RT @OBF_BOSC: BOSC 2014 is coming soon! Online registration is closed, but you can register onsite. #BOSC2014
486211599133589505  Jul  7 14:14  @froggleston      RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486211599133589505  Jul  7 14:14  @froggleston     RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486211653621395460  Jul  7 14:14  @OBF_BOSC         RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486211653621395460  Jul  7 14:14  @OBF_BOSC        RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486219338488508416  Jul  7 14:44  @braincode        RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486219338488508416  Jul  7 14:44  @braincode       RT @chapmanb: Open source bioinformatics Codefest this Wed/Thr @hackreduce in Boston for #BOSC2014 Everyone is welcome: http://www.open-bio.org/wiki/Codefest_2014
486220881899708417  Jul  7 14:51  @zoltanszabo      check out the new @CityBites !! sleekest cover we have run in the 10 years, great content, synopsis of #BOSC2014, South Coast picks & MORE!!
486220881899708417  Jul  7 14:51  @zoltanszabo     check out the new @CityBites !! sleekest cover we have run in the 10 years, great content, synopsis of #BOSC2014, South Coast picks & MORE!!
486232045551489025  Jul  7 15:35  @winesdomain      RT @zoltanszabo: check out the new @CityBites !! sleekest cover we have run in the 10 years, great content, synopsis of #BOSC2014, South Coast picks & MORE!!
486232045551489025  Jul  7 15:35  @winesdomain     RT @zoltanszabo: check out the new @CityBites !! sleekest cover we have run in the 10 years, great content, synopsis of #BOSC2014, South Coast picks & MORE!!
486257358533046272  Jul  7 17:16  @CityBites        Sleek! RT @zoltanszabo: check out the new @CityBites !! sleekest cover we have run in the 10 years, great content, synopsis of #BOSC2014
486257358533046272  Jul  7 17:16  @CityBites       Sleek! RT @zoltanszabo: check out the new @CityBites !! sleekest cover we have run in the 10 years, great content, synopsis of #BOSC2014
486267495658323968  Jul  7 17:56  @MMMarksman       RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486267495658323968  Jul  7 17:56  @MMMarksman      RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486269301456764928  Jul  7 18:03  @kozo2            RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486269301456764928  Jul  7 18:03  @kozo2           RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486271096673828864  Jul  7 18:10  @DNADigest        RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486271096673828864  Jul  7 18:10  @DNADigest       RT @OBF_BOSC: We still have some spots left for walk-in posters! Submit your abstract at http://events.open-bio.org/BOSC2014/author/submit.php #BOSC2014
486281209522421760  Jul  7 18:50  @EmilyJBibona     RT @wineguy2005: How somm @EmilyJBibona relaxes for #BOSC2014 @CAPSOntario , when she is not drinking lol http://t.co/HUvOw9lyfL
486281209522421760  Jul  7 18:50  @EmilyJBibona    RT @wineguy2005: How somm @EmilyJBibona relaxes for #BOSC2014 @CAPSOntario , when she is not drinking lol http://t.co/HUvOw9lyfL
486281515111038978  Jul  7 18:52  @MMMarksman       Lightening talk prepped for #BOSC2014 and my poster is printed & ready to go -  then its over to #ISMB2014: Boston is going to be a blast!
486281515111038978  Jul  7 18:52  @MMMarksman      Lightening talk prepped for #BOSC2014 and my poster is printed & ready to go -  then its over to #ISMB2014: Boston is going to be a blast!
486285628355534848  Jul  7 19:08  @OBF_BOSC         The Friday BOSC dinner is almost full, so we've added a Saturday dinner as well! RSVP at http://bit.ly/BOSC2014-dinner-Sat #BOSC2014
486285628355534848  Jul  7 19:08  @OBF_BOSC        The Friday BOSC dinner is almost full, so we've added a Saturday dinner as well! RSVP at http://bit.ly/BOSC2014-dinner-Sat #BOSC2014
486309158832979969  Jul  7 20:41  @winesdomain      RT @housewine_girls: Steve Robinson: 1st candidate competing final stage @CAPSOntario #BOSC2014 http://t.co/SA7GM1dk41
