"","id","datetime","user","text","date","hour"
"1","329452891968520192",2013-05-01 00:31:00,"erlichya","I am planning to ride from Boston to CSHL on Sunday night. Anyone wants to join? #bog13 #1000genomes",2013-05-01,0
"2","329567607210532864",2013-05-01 08:06:00,"dgmacarthur","OK, time to get a clear consensus on the CSHL Biology of Genomes hashtag. We all happy with #bog13? Other variants: #bog2013, #bg2013.",2013-05-01,8
"3","329586557055016961",2013-05-01 09:22:00,"mike_schatz","@dgmacarthur I vote for #bog13. It also has the most traffic so far",2013-05-01,9
"4","329590230493560833",2013-05-01 09:36:00,"evolvability","+1 RT @mike_schatz: @dgmacarthur: I vote for #bog13. It also has the most traffic so far",2013-05-01,9
"5","329595240115757057",2013-05-01 09:56:00,"girlscientist","@evolvability @mike_schatz @dgmacarthur totally #bog13.",2013-05-01,9
"6","329595376359325696",2013-05-01 09:57:00,"evolvability","RT @girlscientist: @evolvability @mike_schatz @dgmacarthur totally #bog13.",2013-05-01,9
"7","329603511958523904",2013-05-01 10:29:00,"obahcall","@girlscientist @evolvability @mike_schatz @dgmacarthur +1 for #bog13. Excitedly awaiting abstract book any time now...",2013-05-01,10
"8","329618696635047936",2013-05-01 11:29:00,"dgmacarthur","Great, we have consensus on #bog13 as hashtag for next week. For those who can't make it, it will be webcast ($195): https://meetings.cshl.edu/leadingstrand_registration.asp",2013-05-01,11
"9","329621183177834497",2013-05-01 11:39:00,"SahaSurya","RT @dgmacarthur: Great, we have consensus on #bog13 as hashtag for next week. For those who can't make it, it will be webcast ($195): https://t.co/NZVG5511kS",2013-05-01,11
"10","329622513858523136",2013-05-01 11:45:00,"nextgenseek","RT @dgmacarthur: Great, we have consensus on #bog13 as hashtag for next week. For those who can't make it, it will be webcast ($195): https://t.co/NZVG5511kS",2013-05-01,11
"11","329651247428800514",2013-05-01 13:39:00,"konrad_jk","@obahcall @girlscientist @evolvability @mike_schatz @dgmacarthur +1 more for #bog13 . Excited!",2013-05-01,13
"12","329651790259843074",2013-05-01 13:41:00,"bryan_howie","@dgmacarthur @aylwyn_scally The week before #bog13 is the perfect time to start a #YourMommasGenomeSoFat hash tag.",2013-05-01,13
"13","329652777921949696",2013-05-01 13:45:00,"dgmacarthur","RT @bryan_howie: @dgmacarthur @aylwyn_scally The week before #bog13 is the perfect time to start a #YourMommasGenomeSoFat hash tag.",2013-05-01,13
"14","329654460538298368",2013-05-01 13:52:00,"Graham_Coop","RT @bryan_howie: @dgmacarthur @aylwyn_scally The week before #bog13 is the perfect time to start a #YourMommasGenomeSoFat hash tag.",2013-05-01,13
"15","329699516892712960",2013-05-01 16:51:00,"yuorme","RT @bryan_howie: @dgmacarthur @aylwyn_scally The week before #bog13 is the perfect time to start a #YourMommasGenomeSoFat hash tag.",2013-05-01,16
"16","329709363092672512",2013-05-01 17:30:00,"BlueSEQ","@dgmacarthur $195 for webcast? How much to follow via twitter? ;-) #bog13",2013-05-01,17
"17","329709527735873537",2013-05-01 17:30:00,"cshperspectives","It's that time of year again: when all the British genomics tweeps snigger at the Biology of Genomes meeting hashtag #bog13",2013-05-01,17
"18","329956535830716416",2013-05-02 09:52:00,"OmicsOmicsBlog","Very nice of  @bionanogenomic_  to include a WDB Streptomyces genome on their #bog13 poster (plus me as author!)",2013-05-02,9
"19","330074185734946818",2013-05-02 17:39:00,"konrad_jk","Will have a few copies of Exploring Personal Genomics (http://www.exploringpersonalgenomics.org) for sale at #bog13 . Find me if you want one!",2013-05-02,17
"20","330087676650856448",2013-05-02 18:33:00,"notSoJunkDNA","RT @konrad_jk: Will have a few copies of Exploring Personal Genomics (http://www.exploringpersonalgenomics.org) for sale at #bog13 . Find me if you want one!",2013-05-02,18
"21","330088307289620480",2013-05-02 18:35:00,"evolvability","RT @konrad_jk: Will have a few copies of Exploring Personal Genomics (http://www.exploringpersonalgenomics.org) for sale at #bog13 . Find me if you want one!",2013-05-02,18
"22","330089359049113600",2013-05-02 18:40:00,"DNADigest","RT @konrad_jk: Will have a few copies of Exploring Personal Genomics (http://www.exploringpersonalgenomics.org) for sale at #bog13 . Find me if you want one!",2013-05-02,18
"23","330123016086364160",2013-05-02 20:53:00,"mgymrek","off to Pittsburgh tomorrow to visit @dbetser and for fun half marathon, then off to #1000genomes and #bog13 !",2013-05-02,20
"24","330242727042244608",2013-05-03 04:49:00,"konrad_jk","Making a #bog13 specific #bingo card! Suggestions for new, flashy terms welcome.",2013-05-03,4
"25","330396487634804736",2013-05-03 15:00:00,"notSoJunkDNA","Are we gonna get the program for #BOG13 before the weekend? (or am I the only one who didn't received it?)",2013-05-03,15
"26","330436641955135489",2013-05-03 17:40:00,"gtyrelle","RT @dgmacarthur: Great, we have consensus on #bog13 as hashtag for next week. For those who can't make it, it will be webcast ($195): https://t.co/NZVG5511kS",2013-05-03,17
"27","330438749077008385",2013-05-03 17:48:00,"girlscientist","YoMammasGenome, incidental, diagnostic odyssey RT @konrad_jk: Making a #bog13 specific #bingo card! Suggestions for new...terms welcome.",2013-05-03,17
"28","330439079793668096",2013-05-03 17:49:00,"girlscientist","Should there be a special prize for the person who can work in #YoMammasGenomeSoFat into a #bog13 talk?",2013-05-03,17
"29","330475782461865984",2013-05-03 20:15:00,"Staypuffy","RT @dgmacarthur: Great, we have consensus on #bog13 as hashtag for next week. For those who can't make it, it will be webcast ($195): https://t.co/NZVG5511kS",2013-05-03,20
"30","330490231117721600",2013-05-03 21:13:00,"bullymom2","I'm guessing not. MT @notSoJunkDNA: Are we gonna get the program for #BOG13 before the weekend?",2013-05-03,21
"31","330590246964170753",2013-05-04 03:50:00,"notSoJunkDNA","All I needed to know! Thanks. #bog13 RT @GuyHorev: @notSoJunkDNA wednesday afternoon wine and cheese.",2013-05-04,3
"32","330755772529115137",2013-05-04 14:48:00,"konrad_jk","RT @girlscientist: Should there be a special prize for the person who can work in #YoMammasGenomeSoFat into a #bog13 talk?",2013-05-04,14
"33","330816096758272000",2013-05-04 18:47:00,"erlichya","Attending #bog13 or #1000Genomes? http://bit.ly/13e00gN Check these 5 restaurants in the CSHL area.",2013-05-04,18
"34","330820623079190532",2013-05-04 19:05:00,"mike_schatz","@erlichya great list. I would add Red (Italian american), Honu (cocktails and bistro), Nisen (sushi), and Prime (steaks and seafood) #bog13",2013-05-04,19
"35","331024736769425408",2013-05-05 08:37:00,"cshperspectives","RT @erlichya: Attending #bog13 or #1000Genomes? http://bit.ly/13e00gN Check these 5 restaurants in the CSHL area.",2013-05-05,8
"36","331071542257651713",2013-05-05 11:43:00,"Magda_Skipper","MT @erlichya Some useful recommendations for  #bog13  Note suggestions 4 and 5 :-) http://erlichya.tumblr.com/post/49629273173/my-top-five-resturants-in-cshl-area",2013-05-05,11
"37","331074062795304961",2013-05-05 11:53:00,"tuuliel","Off to #CSHL for #1000Genomes and #bog13!",2013-05-05,11
"38","331160040612458497",2013-05-05 17:34:00,"evgenykvon","Just arrived at New York City. As awesome as always. Looking forward for #CSHL and #bog13!",2013-05-05,17
"39","331180620287975426",2013-05-05 18:56:00,"erlichya","On my way to Cold Spring Harbor Lab. Looking forward for a great week! #bog13",2013-05-05,18
"40","331183920429285376",2013-05-05 19:09:00,"evolvability","RT @erlichya: On my way to Cold Spring Harbor Lab. Looking forward for a great week! #bog13",2013-05-05,19
