"","id","datetime","user","text","date","hour"
"1","352324531974709248",2013-07-03 03:14:00,"BioMickWatson","After my shamtools tweet yesterday, I'm going to start a new hashtag: #altbioinf",2013-07-03,3
"2","352324621594411008",2013-07-03 03:15:00,"BioMickWatson","Shamtools: software that pretends to do everything Samtools does, but actually does nothing #altbioinf",2013-07-03,3
"3","352324778570420224",2013-07-03 03:15:00,"BioMickWatson","StopThat: useful tool that suggests an alternative spliced aligner every time someone tries to use TopHat #altbioinf",2013-07-03,3
"4","352325125787500544",2013-07-03 03:17:00,"BioMickWatson","BEDRules: software that encourages you to go to bed every time you try and figure out which command in BEDTools you need #altbioinf",2013-07-03,3
"5","352325389701496832",2013-07-03 03:18:00,"BioMickWatson","NWA: plays hip-hop instead of running your alignments #altbioinf",2013-07-03,3
"6","352329844966703104",2013-07-03 03:35:00,"BioMickWatson","Smellvet: De Bruijn graph assembler that uses so much memory that your RAM circuits burn out, producing a curious smell #altbioinf",2013-07-03,3
"7","352330068619575296",2013-07-03 03:36:00,"peri4n","@BioMickWatson NoTie: the aligner that just prints NO #altbioinf",2013-07-03,3
"8","352331022563684352",2013-07-03 03:40:00,"BioMickWatson","RT @peri4n: @BioMickWatson NoTie: the aligner that just prints NO #altbioinf",2013-07-03,3
"9","352334739476197376",2013-07-03 03:55:00,"froggleston","@peri4n @BioMickWatson ABySS: the thing you're staring into when you realise that you bought a SOLiD #altbioinf #ohsnap",2013-07-03,3
"10","352335344424849408",2013-07-03 03:57:00,"BioMickWatson","RT @froggleston: @peri4n @BioMickWatson ABySS: the thing you're staring into when you realise that you bought a SOLiD #altbioinf #ohsnap",2013-07-03,3
"11","352335824618139648",2013-07-03 03:59:00,"froggleston","Celery: vegetable genome assembler #altbioinf",2013-07-03,3
"12","352336111550472192",2013-07-03 04:00:00,"BioMickWatson","EdgeY: this is how you feel when this software identifies ALL of your genes as differentially expressed p<0.0000000000001 #altbioinf",2013-07-03,4
"13","352336370552934400",2013-07-03 04:01:00,"BioMickWatson","ELAND-that-time-forgot: the name says it all #altbioinf",2013-07-03,4
"14","352337698196955136",2013-07-03 04:07:00,"pjacock","RT @BioMickWatson: After my shamtools tweet yesterday, I'm going to start a new hashtag: #altbioinf",2013-07-03,4
"15","352337920184696832",2013-07-03 04:08:00,"DunhamReal","Chaos: Visualisation of hiC data in Circos #altbioinf",2013-07-03,4
"16","352338320451309568",2013-07-03 04:09:00,"PeteHaitch","Beer-seq: what you feel like doing when resolving file format issues #altbioinf",2013-07-03,4
"17","352339196737884160",2013-07-03 04:13:00,"froggleston","SoapBonobo: Lathering up matriarchal sex-obsessed apes. Why? No idea. #altbioinf",2013-07-03,4
"18","352339257785991168",2013-07-03 04:13:00,"BioMickWatson","SASHA: instead of aligning your sequences, this tool plays an ultra-cool progressive house DJ set #altbioinf",2013-07-03,4
"19","352340967375904768",2013-07-03 04:20:00,"BioMickWatson","BioPerl: what you turn to after 4 days of trying to get BioPython to work ;) #altbioinf",2013-07-03,4
"20","352341485024313344",2013-07-03 04:22:00,"ynancy","RT @BioMickWatson: BioPerl: what you turn to after 4 days of trying to get BioPython to work ;) #altbioinf",2013-07-03,4
"21","352341596425035776",2013-07-03 04:22:00,"DunhamReal","Cytescape: fantasy network generator #altbioinf",2013-07-03,4
"22","352343841686294528",2013-07-03 04:31:00,"4a6a5a","RT @BioMickWatson: NWA: plays hip-hop instead of running your alignments #altbioinf",2013-07-03,4
"23","352347057002004480",2013-07-03 04:44:00,"LaurenCowley4","@BioMickWatson TooPHat: the splice aware aligner for when your data set is just PHAT #altbioinf",2013-07-03,4
"24","352347879219798016",2013-07-03 04:47:00,"BioMickWatson","RT @LaurenCowley4: @BioMickWatson TooPHat: the splice aware aligner for when your data set is just PHAT #altbioinf",2013-07-03,4
"25","352349019030302720",2013-07-03 04:52:00,"froggleston","RT @DunhamReal: Cytescape: fantasy network generator #altbioinf",2013-07-03,4
"26","352350030553817088",2013-07-03 04:56:00,"BioMickWatson","Digishout: algorithm that produces more and more noise the bigger your data set gets #altbioinf",2013-07-03,4
"27","352350381524787200",2013-07-03 04:57:00,"froggleston","BLAST'N: Like BLASTN, but way more funky, yo. #altbioinf",2013-07-03,4
"28","352351057545932800",2013-07-03 05:00:00,"froggleston","Burrows-Wheelie Transform: Chorlton's favourite block-sorting compression algorithm. #altbioinf",2013-07-03,5
"29","352351235866759168",2013-07-03 05:00:00,"kaiblin","RT @BioMickWatson: BioPerl: what you turn to after 4 days of trying to get BioPython to work ;) #altbioinf",2013-07-03,5
"30","352351473285345280",2013-07-03 05:01:00,"BioMickWatson","REMEMBOSS: software utility that periodically reminds you of the existence of EMBOSS #altbioinf",2013-07-03,5
"31","352351537110065152",2013-07-03 05:02:00,"froggleston","RT @BioMickWatson: REMEMBOSS: software utility that periodically reminds you of the existence of EMBOSS #altbioinf",2013-07-03,5
"32","352351639262343168",2013-07-03 05:02:00,"4a6a5a","RT @BioMickWatson: REMEMBOSS: software utility that periodically reminds you of the existence of EMBOSS #altbioinf",2013-07-03,5
"33","352353508277747712",2013-07-03 05:09:00,"neilhall_uk","WHAMtools: a tool for converting sequence to 80s pop music #altbioinf",2013-07-03,5
"34","352354903299080192",2013-07-03 05:15:00,"pathogenomenick","Return of the MAQ - Heng Li decides BWA was a huge mistake #altbioinf",2013-07-03,5
"35","352355981025488896",2013-07-03 05:19:00,"MikeyJ","@neilhall_uk SPAMtools! Emails your reads to you, a base at a time. #altbioinf",2013-07-03,5
"36","352356177671225344",2013-07-03 05:20:00,"BioMickWatson","RT @itteration IntoTheABySS de novo assembly tool that organizes your contigs by circles of hell (see Dante's Inferno) #altbioinf",2013-07-03,5
"37","352356442801586176",2013-07-03 05:21:00,"BioMickWatson","RT @MikeyJ: @neilhall_uk SPAMtools! Emails your reads to you, a base at a time. #altbioinf",2013-07-03,5
"38","352356708410077184",2013-07-03 05:22:00,"pathogenomenick","@oliveirajorge88 No, it was a joke, see #altbioinf tag!",2013-07-03,5
"39","352357016557191168",2013-07-03 05:23:00,"DunhamReal","http://bit.ly/6U2oMg : tool for generating #altbioinf versions of SAMtools @neilhall_uk",2013-07-03,5
"40","352359400234684416",2013-07-03 05:33:00,"paleogenomics","new bedtools utilities, definitely something to sleep on  #altbioinf",2013-07-03,5
"41","352359516718895104",2013-07-03 05:33:00,"BioMickWatson","MT @bjclavijo BioPython: what you use to rewrite your old BioPerl script after 4 days trying to understand what it was doing #altbioinf",2013-07-03,5
"42","352359772214919168",2013-07-03 05:34:00,"pathogenomenick","n00bler: Assembler which takes input in Microsoft Word format #altbioinf",2013-07-03,5
"43","352361817655345152",2013-07-03 05:42:00,"JohnMulley","DAMNandBLAST - similarity search tool that always results in *no significant similarity found* #altbioinf",2013-07-03,5
"44","352361869341765632",2013-07-03 05:43:00,"bioinformAnt","@BioMickWatson Just caught on to the significance of the #altbioinf tag - ignore previous tweet - insert embarrassed emoticon",2013-07-03,5
"45","352361929706192896",2013-07-03 05:43:00,"rdemes","MacLaid: Dreams of phylogenetic mac'ademic researchers? #altbioinf",2013-07-03,5
